         525236 function calls (513044 primitive calls) in 6.050 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:63(Sectioned)
        1    0.000    0.000    0.018    0.018 __init__.py:63(do_override)
        2    0.000    0.000    0.000    0.000 __init__.py:64(install)
       46    0.000    0.000    0.000    0.000 __init__.py:664(__iter__)
        1    0.000    0.000    0.000    0.000 __init__.py:67(DtypeWarning)
       90    0.000    0.000    0.001    0.000 __init__.py:681(add)
        1    0.000    0.000    0.000    0.000 __init__.py:687(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:704(DistributionFinder)
        1    0.000    0.000    0.000    0.000 __init__.py:709(Context)
        2    0.000    0.000    0.000    0.000 __init__.py:727(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:729(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:752(FastPath)
        2    0.000    0.000    0.000    0.000 __init__.py:76(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 __init__.py:766(Filterer)
       10    0.000    0.000    0.000    0.000 __init__.py:771(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:799(Lookup)
        1    0.000    0.000    0.000    0.000 __init__.py:835(Prepared)
        1    0.000    0.000    0.000    0.000 __init__.py:838(_addHandlerRef)
  744/540    0.000    0.000    0.987    0.002 __init__.py:84(find_spec)
        1    0.000    0.000    0.000    0.000 __init__.py:848(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:857(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:869(MetadataPathFinder)
        1    0.000    0.000    0.000    0.000 __init__.py:873(SubclassedSeries)
        1    0.000    0.000    0.000    0.000 __init__.py:886(createLock)
      125    0.000    0.000    0.000    0.000 __init__.py:89(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:890(SubclassedDataFrame)
        1    0.000    0.000    0.001    0.001 __init__.py:9(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:9(warn_distutils_present)
        1    0.000    0.000    0.000    0.000 __init__.py:901(PathDistribution)
        1    0.000    0.000    0.000    0.000 __init__.py:902(SubclassedCategorical)
        1    0.000    0.000    0.000    0.000 __init__.py:904(subscribe)
       45    0.000    0.000    0.000    0.000 __init__.py:918(_added_new)
      2/1    0.000    0.000    0.987    0.987 __init__.py:92(spec_for_distutils)
        1    0.000    0.000    0.000    0.000 __init__.py:936(_ReqExtras)
        1    0.000    0.000    0.000    0.000 __init__.py:956(Environment)
        1    0.000    0.000    0.000    0.000 __init__.py:96(Command)
        1    0.000    0.000    0.005    0.005 _adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _adapters.py:8(Message)
        1    0.000    0.000    0.030    0.030 _add_newdocs.py:1(<module>)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6520(refer_to_array_attribute)
        1    0.000    0.000    0.128    0.128 _add_newdocs_scalars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:17(numeric_type_aliases)
       16    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(type_aliases_gen)
       24    0.000    0.000    0.118    0.005 _add_newdocs_scalars.py:55(add_newdoc_for_scalar_type)
       34    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:61(<genexpr>)
       39    0.000    0.000    0.118    0.003 _add_newdocs_scalars.py:62(<genexpr>)
        1    0.000    0.000    0.004    0.004 _apply_pyprojecttoml.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _apply_pyprojecttoml.py:277(_attrgetter)
        5    0.000    0.000    0.000    0.000 _apply_pyprojecttoml.py:292(_some_attrgetter)
        1    0.000    0.000    0.000    0.000 _apply_pyprojecttoml.py:344(_WouldIgnoreField)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        1    0.000    0.000    0.088    0.088 _base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:113(_AllCompletedWaiter)
        1    0.000    0.000    0.003    0.003 _base.py:1283(ExcelFile)
        1    0.000    0.000    0.000    0.000 _base.py:143(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 _base.py:315(Future)
        1    0.000    0.000    0.000    0.000 _base.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:45(Error)
        1    0.000    0.000    0.000    0.000 _base.py:49(CancelledError)
        1    0.000    0.000    0.000    0.000 _base.py:498(BaseExcelReader)
        1    0.000    0.000    0.000    0.000 _base.py:53(TimeoutError)
        1    0.000    0.000    0.000    0.000 _base.py:559(Executor)
        1    0.000    0.000    0.000    0.000 _base.py:57(InvalidStateError)
        1    0.000    0.000    0.000    0.000 _base.py:61(_Waiter)
        1    0.000    0.000    0.000    0.000 _base.py:641(BrokenExecutor)
        1    0.000    0.000    0.000    0.000 _base.py:758(ExcelWriter)
        1    0.000    0.000    0.000    0.000 _base.py:76(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:98(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _bootlocale.py:11(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:27(Pair)
        1    0.000    0.000    0.000    0.000 _collections.py:5(FreezableDefaultDict)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:262(__subclasshook__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:362(__subclasshook__)
       26    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
       17    0.000    0.000    0.000    0.000 _collections_abc.py:760(get)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:767(__contains__)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:925(clear)
        1    0.000    0.000    0.000    0.000 _color_data.py:7(<module>)
        3    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
        7    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        3    0.000    0.000    1.752    0.584 _compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compat.py:14(install)
        1    0.000    0.000    0.000    0.000 _compat.py:27(disable_stdlib_finder)
        8    0.000    0.000    0.000    0.000 _compat.py:36(matches)
        1    0.000    0.000    0.000    0.000 _compat.py:45(NullFinder)
        1    0.000    0.000    0.000    0.000 _compat.py:51(find_spec)
        3    0.000    0.000    0.000    0.000 _compat.py:64(pypy_partial)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       86    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    1.741    1.741 _config.py:1(<module>)
        1    0.000    0.000    1.741    1.741 _config.py:111(_default_use_pygeos)
        1    0.000    0.000    0.000    0.000 _config.py:15(Options)
        1    0.000    0.000    0.001    0.001 _core.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _core.py:620(PlotAccessor)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:196(DataSource)
        1    0.000    0.000    0.000    0.000 _datasource.py:536(Repository)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _datasource.py:99(__init__)
        1    0.000    0.000    0.960    0.960 _decorators.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _decorators.py:165(_deprecate_kwarg)
        1    0.000    0.000    0.000    0.000 _decorators.py:18(deprecate)
       43    0.000    0.000    0.000    0.000 _decorators.py:252(future_version_msg)
       43    0.000    0.000    0.000    0.000 _decorators.py:260(deprecate_nonkeyword_arguments)
       43    0.000    0.000    0.000    0.000 _decorators.py:286(decorate)
        2    0.000    0.000    0.000    0.000 _decorators.py:318(rewrite_axis_style_signature)
        2    0.000    0.000    0.000    0.000 _decorators.py:321(decorate)
      246    0.000    0.000    0.000    0.000 _decorators.py:348(doc)
      246    0.001    0.000    0.013    0.000 _decorators.py:368(decorator)
      246    0.000    0.000    0.006    0.000 _decorators.py:388(<listcomp>)
        1    0.000    0.000    0.000    0.000 _decorators.py:409(Substitution)
       56    0.000    0.000    0.000    0.000 _decorators.py:438(__init__)
       56    0.000    0.000    0.000    0.000 _decorators.py:444(__call__)
        1    0.000    0.000    0.000    0.000 _decorators.py:456(Appender)
      163    0.000    0.000    0.000    0.000 _decorators.py:478(__init__)
      163    0.000    0.000    0.017    0.000 _decorators.py:485(__call__)
        3    0.000    0.000    0.000    0.000 _decorators.py:493(indent)
        7    0.000    0.000    0.000    0.000 _decorators.py:93(deprecate_kwarg)
        1    0.000    0.000    0.000    0.000 _deprecation_warning.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _deprecation_warning.py:1(SetuptoolsDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _dist_ver.py:1(<module>)
        1    0.000    0.000    0.491    0.491 _distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.001    0.001 _entry_points.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:118(TooHardError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:123(AxisError)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 _exceptions.py:215(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:54(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:72(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:81(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:99(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:13(__call__)
        1    0.000    0.000    0.000    0.000 _factories.py:19(_TzFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:25(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:55(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 _factories.py:9(__init__)
        1    0.000    0.000    0.000    0.000 _functools.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:33(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:47(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:60(_NoValueType)
        1    0.000    0.000    0.000    0.000 _globals.py:80(__new__)
        9    0.000    0.000    0.000    0.000 _globals.py:90(__repr__)
        1    0.000    0.000    0.000    0.000 _globals.py:97(_CopyMode)
        1    0.000    0.000    0.002    0.002 _header_value_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:115(TokenList)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:182(WhiteSpaceTokenList)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:193(UnstructuredTokenList)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:197(Phrase)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:200(Word)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:204(CFWSList)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:208(Atom)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:212(Token)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:217(EncodedWord)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:224(QuotedString)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:251(BareQuotedString)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:263(Comment)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:289(AddressList)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:308(Address)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:333(MailboxList)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:347(GroupList)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:364(Group)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:385(NameAddr)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:412(AngleAddr)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:446(ObsRoute)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:455(Mailbox)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:482(InvalidMailbox)
